section_id,fdd_id,identified_item_number,identified_header_text,start_page,end_page
7839,599,16,ITEM 16. Restrictions On What The Franchisee May Sell,53,54
7840,599,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",54,58
7841,599,18,ITEM 18. Public Figures,58,58
7842,599,19,ITEM 19. Financial Performance Representations,58,62
7843,599,20,ITEM 20. List Of Outlets,62,67
7844,599,21,ITEM 21. Financial Statements,67,67
7845,599,22,ITEM 22. Contracts,68,68
7846,599,23,ITEM 23. Receipt,68,68
7847,656,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",9,12
7848,656,2,ITEM 2. Business Experience,23,25
7849,656,3,ITEM 3. Litigation,25,26
7850,656,4,ITEM 4. Bankruptcy,26,26
7851,656,5,ITEM 5. Initial Franchise Fee,27,28
7852,656,6,ITEM 6. Other Fees,28,33
7853,656,7,ITEM 7. Initial Investment,35,43
7854,656,8,ITEM 8. Restrictions On Sources Of Products And Services,46,48
7855,656,9,ITEM 9. Franchisee's Obligations,48,50
7856,656,10,ITEM 10. Financing,51,51
7857,656,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems And Training",51,57
7858,656,12,ITEM 12. Territory,56,59
7859,656,13,ITEM 13. Trademarks,59,69
7860,656,14,"ITEM 14. Patents, Copyrights and Proprietary Information",69,70
8050,690,20,ITEM 20. List Of Outlets,49,55
7861,656,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,70,71
7862,656,16,ITEM 16. Restrictions On What The Franchisee May Sell,71,71
7863,656,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",71,75
7864,656,18,ITEM 18. Public Figures,67,67
7865,656,19,ITEM 19. Financial Performance Representations,67,82
7866,656,20,ITEM 20. List Of Outlets,74,87
7867,656,21,ITEM 21. Financial Statements,80,88
7868,656,22,ITEM 22. Contracts,80,88
7869,656,23,ITEM 23. Receipt,80,88
7870,1168,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,10
7871,1168,2,ITEM 2. Business Experience,11,11
7872,1168,3,ITEM 3. Litigation,11,11
7873,1168,4,ITEM 4. Bankruptcy,11,11
7874,1168,5,ITEM 5. Initial Franchise Fee,11,13
7875,1168,6,ITEM 6. Other Fees,13,20
7876,1168,7,ITEM 7. Initial Investment,22,25
7877,1168,8,ITEM 8. Restrictions On Sources Of Products And Services,26,30
7878,1168,9,ITEM 9. Franchisee's Obligations,30,31
7879,1168,10,ITEM 10. Financing,31,31
7880,1168,11,ITEM 11. Franchisor's Obligations,32,42
7881,1168,12,ITEM 12. Territory,43,46
7882,1168,13,ITEM 13. Trademarks,46,48
7883,1168,14,"ITEM 14. Patents, Copyrights and Proprietary Information",48,49
7884,1168,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,49,49
7885,1168,16,ITEM 16. Restrictions On What The Franchisee May Sell,50,50
7886,1168,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",50,57
7887,1168,18,ITEM 18. Public Figures,57,57
7888,1168,19,ITEM 19. Financial Performance Representations,58,63
7889,1168,20,ITEM 20. List Of Outlets,63,68
7890,1168,21,ITEM 21. Financial Statements,69,69
7891,1168,22,ITEM 22. Contracts,69,69
7892,1168,23,ITEM 23. Receipt,69,69
7893,306,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
7894,306,2,ITEM 2. Business Experience,9,10
7895,306,3,ITEM 3. Litigation,10,10
7896,306,4,ITEM 4. Bankruptcy,10,10
7897,306,5,ITEM 5. Initial Franchise Fee,10,11
7898,306,6,ITEM 6. Other Fees,11,14
7899,306,7,ITEM 7. Initial Investment,16,19
7900,306,8,ITEM 8. Restrictions On Sources Of Products And Services,19,23
7901,306,9,ITEM 9. Franchisee's Obligations,23,25
7902,306,10,ITEM 10. Financing,25,25
7903,306,11,ITEM 11. Franchisor's Obligations,25,31
7904,306,12,ITEM 12. Territory,35,37
7905,306,13,ITEM 13. Trademarks,37,38
7906,306,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,39
7907,306,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,39,39
7908,306,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,39
7909,306,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",40,44
7910,306,18,ITEM 18. Public Figures,44,44
7911,306,19,ITEM 19. Financial Performance Representations,44,48
7912,306,20,ITEM 20. List Of Outlets,48,53
7913,306,21,ITEM 21. Financial Statements,53,53
7914,306,22,ITEM 22. Contracts,53,53
7915,306,23,ITEM 23. Receipt,53,53
7916,998,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
7917,998,2,ITEM 2. Business Experience,8,10
7918,998,3,ITEM 3. Litigation,10,10
7919,998,4,ITEM 4. Bankruptcy,10,10
7920,998,5,ITEM 5. Initial Franchise Fee,10,11
7921,998,6,ITEM 6. Other Fees,11,15
7922,998,7,ITEM 7. Initial Investment,15,16
7923,998,8,ITEM 8. Restrictions On Sources Of Products And Services,16,17
7924,998,9,ITEM 9. Franchisee's Obligations,17,18
7925,998,10,ITEM 10. Financing,18,18
7926,998,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems, And Training",18,25
7927,998,12,ITEM 12. Territory,25,28
7928,998,13,ITEM 13. Trademarks,28,30
7929,998,14,"ITEM 14. Patents, Copyrights and Proprietary Information",30,31
7930,998,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,31,31
7931,998,16,ITEM 16. Restrictions On What The Franchisee May Sell,31,32
7932,998,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",32,35
7933,998,18,ITEM 18. Public Figures,35,35
7934,998,19,ITEM 19. Financial Performance Representations,35,36
7935,998,20,ITEM 20. List Of Outlets,36,41
7936,998,21,ITEM 21. Financial Statements,41,41
7937,998,22,ITEM 22. Contracts,41,41
7938,998,23,ITEM 23. Receipt,41,41
7939,959,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
7940,959,2,ITEM 2. Business Experience,8,9
7941,959,3,ITEM 3. Litigation,9,9
7942,959,4,ITEM 4. Bankruptcy,9,9
7943,959,5,ITEM 5. Initial Franchise Fee,9,10
7944,959,6,ITEM 6. Other Fees,11,17
7945,959,7,ITEM 7. Initial Investment,17,20
7946,959,8,ITEM 8. Restrictions On Sources Of Products And Services,20,23
7947,959,9,ITEM 9. Franchisee's Obligations,23,24
7948,959,10,ITEM 10. Financing,24,24
7949,959,11,ITEM 11. Franchisor's Obligations,24,35
7950,959,12,ITEM 12. Territory,35,37
7951,959,13,ITEM 13. Trademarks,37,39
7952,959,14,"ITEM 14. Patents, Copyrights and Proprietary Information",39,40
7953,959,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,40,42
7954,959,16,ITEM 16. Restrictions On What The Franchisee May Sell,42,42
7955,959,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",42,47
7956,959,18,ITEM 18. Public Figures,47,47
7957,959,19,ITEM 19. Financial Performance Representations,47,51
7958,959,20,ITEM 20. List Of Outlets,51,55
7959,959,21,ITEM 21. Financial Statements,55,56
7960,959,22,ITEM 22. Contracts,56,57
7961,959,23,ITEM 23. Receipt,57,57
7962,1227,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",6,7
7963,1227,2,ITEM 2. Business Experience,8,9
7964,1227,3,ITEM 3. Litigation,9,9
7965,1227,4,ITEM 4. Bankruptcy,9,9
7966,1227,5,ITEM 5. Initial Franchise Fee,9,10
7967,1227,6,ITEM 6. Other Fees,10,14
7968,1227,7,ITEM 7. Initial Investment,15,20
7969,1227,8,ITEM 8. Restrictions On Sources Of Products And Services,20,24
7970,1227,9,ITEM 9. Franchisee's Obligations,24,25
7971,1227,10,ITEM 10. Financing,25,25
7972,1227,11,ITEM 11. Franchisor's Obligations,25,36
7973,1227,12,ITEM 12. Territory,36,37
7974,1227,13,ITEM 13. Trademarks,38,39
7975,1227,14,"ITEM 14. Patents, Copyrights and Proprietary Information",39,40
7976,1227,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,40,41
7977,1227,16,ITEM 16. Restrictions On What The Franchisee May Sell,41,42
7978,1227,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",42,51
7979,1227,18,ITEM 18. Public Figures,51,51
7980,1227,19,ITEM 19. Financial Performance Representations,51,55
7981,1227,20,ITEM 20. List Of Outlets,55,58
7982,1227,21,ITEM 21. Financial Statements,58,58
7983,1227,22,ITEM 22. Contracts,58,58
7984,1227,23,ITEM 23. Receipt,58,58
7985,863,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,7
7986,863,2,ITEM 2. Business Experience,7,8
7987,863,3,ITEM 3. Litigation,8,8
7988,863,4,ITEM 4. Bankruptcy,8,8
7989,863,5,ITEM 5. Initial Franchise Fee,8,9
7990,863,6,ITEM 6. Other Fees,9,11
7991,863,7,ITEM 7. Initial Investment,11,14
7992,863,8,ITEM 8: Restrictions on Sources of Products and Services,14,15
7993,863,9,ITEM 9: Franchisee's Obligations,16,17
7994,863,10,ITEM 10: Financing,17,18
7995,863,11,"ITEM 11: Franchisor's Assistance, Advertising, Computer Systems, and Training",18,22
7996,863,12,ITEM 12: Territory,22,24
7997,863,13,ITEM 13: Trademarks,24,26
7998,863,14,"ITEM 14: Patents, Copyrights and Proprietary Information",26,26
7999,863,15,ITEM 15: Obligation To Participate In The Actual Operation Of The Franchise Business,26,26
8000,863,16,ITEM 16: Restrictions On What The Franchisee May Sell,26,27
8001,863,17,"ITEM 17: Renewal, Termination, Transfer and Dispute Resolution",27,33
8002,863,18,ITEM 18: Public Figures,33,33
8003,863,19,ITEM 19: Financial Performance Representations,33,33
8004,863,20,ITEM 20: Outlets and Franchisee Information,33,37
8005,863,21,ITEM 21: Financial Statements,41,41
8006,863,22,ITEM 22: Contracts,41,41
8007,863,23,ITEM 23: Receipts,41,41
8008,1042,1,"THE FRANCHISOR AND ANY PARENTS, PREDECESSORS, AND ITS AFFILIATES",8,10
8009,1042,2,BUSINESS EXPERIENCE,13,13
8010,1042,3,Litigation,13,13
8011,1042,4,BANKRUPTCY,14,14
8012,1042,5,INITIAL FEES,14,14
8013,1042,6,OTHER FEES,15,17
8014,1042,7,INITIAL INVESTMENT,17,18
8015,1042,8,RESTRICTIONS ON SOURCES OF PRODUCTS AND SERVICES,18,21
8016,1042,9,FRANCHISEE'S OBLIGATIONS,21,22
8017,1042,10,FINANCING,22,22
8018,1042,11,"FRANCHISOR'S ASSISTANCE, ADVERTISING, COMPUTER SYSTEMS, AND TRAINING",22,29
8019,1042,12,TERRITORY,29,29
8020,1042,13,TRADEMARKS,29,30
8021,1042,14,"PATENTS, COPYRIGHTS AND PROPRIETARY INFORMATION",31,32
8022,1042,15,OBLIGATION TO PARTICIPATE IN THE ACTUAL OPERATION OF THE FRANCHISE BUSINESS,32,34
8023,1042,16,RESTRICTIONS ON WHAT THE FRANCHISEE MAY SELL,34,34
8024,1042,17,"RENEWAL, TERMINATION, TRANSFER AND DISPUTE RESOLUTION",34,37
8025,1042,18,PUBLIC FIGURES,37,37
8026,1042,19,FINANCIAL PERFORMANCE REPRESENTATIONS,37,38
8027,1042,20,OUTLETS AND FRANCHISEE INFORMATION,39,42
8028,1042,21,FINANCIAL STATEMENTS,43,43
8029,1042,22,CONTRACTS,43,43
8030,1042,23,RECEIPTS,49,49
8031,690,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",6,7
8032,690,2,ITEM 2. Business Experience,7,8
8033,690,3,ITEM 3. Litigation,8,8
8034,690,4,ITEM 4. Bankruptcy,8,8
8035,690,5,ITEM 5. Initial Franchise Fee,8,9
8036,690,6,ITEM 6. Other Fees,9,15
8037,690,7,ITEM 7. Initial Investment,15,20
8038,690,8,ITEM 8. Restrictions On Sources Of Products And Services,20,23
8039,690,9,ITEM 9. Franchisee's Obligations,23,25
8040,690,10,ITEM 10. Financing,25,25
8041,690,11,ITEM 11. Franchisor's Obligations,26,31
8042,690,12,ITEM 12. Territory,36,38
8043,690,13,ITEM 13. Trademarks,40,42
8044,690,14,"ITEM 14. Patents, Copyrights and Proprietary Information",42,43
8045,690,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,43,44
8046,690,16,ITEM 16. Restrictions On What The Franchisee May Sell,44,45
8047,690,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",45,53
8048,690,18,ITEM 18. Public Figures,53,53
8051,690,21,ITEM 21. Financial Statements,55,56
8052,690,22,ITEM 22. Contracts,56,56
8053,690,23,ITEM 23. Receipt,56,56
8054,493,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
8055,493,2,ITEM 2. Business Experience,10,11
8056,493,3,ITEM 3. Litigation,11,11
8057,493,4,ITEM 4. Bankruptcy,11,11
8058,493,5,ITEM 5. Initial Franchise Fee,11,13
8059,493,6,ITEM 6. Other Fees,14,21
8060,493,7,ITEM 7. Initial Investment,22,25
8061,493,8,ITEM 8. Restrictions On Sources Of Products And Services,26,28
8062,493,9,ITEM 9. Franchisee's Obligations,29,29
8063,493,10,ITEM 10. Financing,30,30
8064,493,11,ITEM 11. Franchisor's Obligations,31,39
8065,493,12,ITEM 12. Territory,39,43
8066,493,13,ITEM 13. Trademarks,43,44
8067,493,14,"ITEM 14. Patents, Copyrights and Proprietary Information",45,46
8068,493,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,46,47
8069,493,16,ITEM 16. Restrictions On What The Franchisee May Sell,47,47
8070,493,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",48,53
8071,493,18,ITEM 18. Public Figures,53,53
8072,493,19,ITEM 19. Financial Performance Representations,54,55
8073,493,20,ITEM 20. List Of Outlets,56,61
8074,493,21,ITEM 21. Financial Statements,61,61
8075,493,22,ITEM 22. Contracts,61,61
8076,493,23,ITEM 23. Receipt,62,62
8077,536,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
8078,536,2,ITEM 2. Business Experience,9,9
8079,536,3,ITEM 3. Litigation,9,9
8080,536,4,ITEM 4 BANKRUPTCY,10,10
8081,536,5,ITEM 5 INITIAL FEES,10,11
8082,536,6,ITEM 6 OTHER FEES,12,16
8083,536,7,ITEM 7 ESTIMATED INITIAL INVESTMENT,17,20
8084,536,8,ITEM 8 RESTRICTIONS ON SOURCES OF PRODUCTS AND SERVICES,20,23
8085,536,9,ITEM 9 FRANCHISEE'S OBLIGATIONS,24,24
8086,536,10,ITEM 10 FINANCING,24,24
8087,536,11,"ITEM 11 FRANCHISOR'S ASSISTANCE, ADVERTISING, COMPUTER SYSTEMS AND TRAINING",25,30
8088,536,12,ITEM 12 TERRITORY,30,33
8089,536,13,ITEM 13 TRADEMARKS,33,34
8090,536,14,"ITEM 14PATENTS, COPYRIGHTS AND PROPRIETARY INFORMATION",34,34
8091,536,15,ITEM 15OBLIGATION TO PARTICIPATE IN THE ACTUALOPERATION OF THE FRANCHISE BUSINESS,35,35
8092,536,16,ITEM 16 RESTRICTIONS ON WHAT THE FRANCHISEE MAY SELL,35,35
8093,536,17,"ITEM 17 RENEWAL, TERMINATION, TRANSFER AND DISPUTE RESOLUTION",36,40
8094,536,18,ITEM 18 PUBLIC FIGURES,40,40
8095,536,19,ITEM 19 FINANCIAL PERFORMANCE REPRESENTATIONS,41,44
8096,536,20,ITEM 20 OUTLETS AND FRANCHISEE INFORMATION,44,46
8097,536,21,ITEM 21 FINANCIAL STATEMENTS,46,46
8098,536,22,ITEM 22 CONTRACTS,46,46
8099,536,23,ITEM 23 RECEIPTS,46,46
8100,329,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",9,12
8101,329,2,ITEM 2. Business Experience,13,14
8102,329,3,ITEM 3. Litigation,14,14
8103,329,4,ITEM 4. Bankruptcy,14,14
8104,329,5,ITEM 5. Initial Franchise Fee,14,17
8105,329,6,ITEM 6. Other Fees,17,26
8106,329,7,ITEM 7. Initial Investment,29,34
8107,329,8,ITEM 8. Restrictions On Sources Of Products And Services,36,40
8108,329,9,ITEM 9. Franchisee's Obligations,40,41
8109,329,10,ITEM 10. Financing,42,42
8110,329,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer System And Training",42,47
8111,329,12,ITEM 12. Territory,51,52
8112,329,13,ITEM 13. Trademarks,52,54
8113,329,14,"ITEM 14. Patents, Copyrights and Proprietary Information",54,55
8114,329,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,55,56
8115,329,16,ITEM 16. Restrictions On What The Franchisee May Sell,56,56
8116,329,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",56,66
8117,329,18,ITEM 18. Public Figures,66,66
8118,329,19,ITEM 19. Financial Performance Representations,66,68
8119,329,20,ITEM 20. List Of Outlets,68,70
8120,329,21,ITEM 21. Financial Statements,70,70
8121,329,22,ITEM 22. Contracts,70,70
8122,329,23,ITEM 23. Receipt,70,70
8123,966,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",6,8
8124,966,2,ITEM 2. Business Experience,8,9
8125,966,3,ITEM 3. Litigation,9,9
8126,966,4,ITEM 4. Bankruptcy,9,9
8127,966,5,ITEM 5. Initial Franchise Fee,9,11
8128,966,6,ITEM 6. Other Fees,12,17
8129,966,7,ITEM 7. Initial Investment,18,25
8130,966,8,ITEM 8. Restrictions On Sources Of Products And Services,25,28
8131,966,9,ITEM 9. Franchisee's Obligations,28,29
8132,966,10,ITEM 10. Financing,29,30
8133,966,11,ITEM 11. Franchisor's Obligations,31,41
8134,966,12,ITEM 12. Territory,42,43
8135,966,13,ITEM 13. Trademarks,44,47
8136,966,14,"ITEM 14. Patents, Copyrights and Proprietary Information",47,48
8137,966,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,48,49
8138,966,16,ITEM 16. Restrictions On What The Franchisee May Sell,49,49
8139,966,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",49,53
8140,966,18,ITEM 18. Public Figures,53,53
8141,966,19,ITEM 19. Financial Performance Representations,53,70
8142,966,20,ITEM 20. List Of Outlets,70,78
8143,966,21,ITEM 21. Financial Statements,78,78
8144,966,22,ITEM 22. Contracts,78,79
8146,1371,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
8147,1371,2,ITEM 2. Business Experience,14,15
8148,1371,3,ITEM 3. Litigation,15,16
8149,1371,4,ITEM 4. Bankruptcy,16,16
8150,1371,5,ITEM 5. Initial Franchise Fee,16,19
8151,1371,6,ITEM 6. Other Fees,19,25
8152,1371,7,ITEM 7. Initial Investment,26,29
8153,1371,8,ITEM 8. Restrictions On Sources Of Products And Services,30,32
8154,1371,9,ITEM 9. Franchisee's Obligations,32,34
8155,1371,10,ITEM 10. Financing,35,36
8156,1371,11,ITEM 11. Franchisor's Obligations,36,41
8157,1371,12,ITEM 12. Territory,44,45
8158,1371,13,ITEM 13. Trademarks,45,47
8159,1371,14,"ITEM 14. Patents, Copyrights and Proprietary Information",47,48
8160,1371,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,48,49
8161,1371,16,ITEM 16. Restrictions On What The Franchisee May Sell,49,50
8162,1371,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",50,54
8163,1371,18,ITEM 18. Public Figures,55,55
8164,1371,19,ITEM 19. Financial Performance Representations,55,60
8165,1371,20,ITEM 20. List Of Outlets,60,67
8166,1371,21,ITEM 21. Financial Statements,67,67
8167,1371,22,ITEM 22. Contracts,67,67
8168,1371,23,ITEM 23. Receipt,222,223
8169,581,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,7
8170,581,2,ITEM 2. Business Experience,8,8
8171,581,3,ITEM 3. Litigation,8,8
8172,581,4,ITEM 4. Bankruptcy,8,8
8173,581,5,ITEM 5. Initial Franchise Fee,9,9
8174,581,6,ITEM 6. Other Fees,10,13
8175,581,7,ITEM 7. Initial Investment,14,16
8176,581,8,ITEM 8. Restrictions On Sources Of Products And Services,16,20
8177,581,9,ITEM 9. Franchisee's Obligations,20,21
8178,581,10,ITEM 10. Financing,21,21
8179,581,11,ITEM 11. Franchisor's Obligations,22,27
8180,581,12,ITEM 12. Territory,30,31
8181,581,13,ITEM 13. Trademarks,32,33
8182,581,14,"ITEM 14. Patents, Copyrights and Proprietary Information",33,33
8183,581,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,34,34
8184,581,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,35
8185,581,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",35,39
8186,581,18,ITEM 18. Public Figures,40,40
8187,581,19,ITEM 19. Financial Performance Representations,41,42
8188,581,20,ITEM 20. List Of Outlets,42,45
8189,581,21,ITEM 21. Financial Statements,46,46
8190,581,22,ITEM 22. Contracts,46,46
8191,581,23,ITEM 23. Receipt,46,46
8192,300,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
8193,300,2,ITEM 2. Business Experience,8,8
8194,300,3,ITEM 3. Litigation,9,9
8195,300,5,ITEM 5. Initial Franchise Fee,9,9
8196,300,6,ITEM 6. Other Fees,9,11
8197,300,7,ITEM 7. Initial Investment,12,13
8198,300,8,ITEM 8. Restrictions On Sources Of Products And Services,13,15
8199,300,9,ITEM 9. Franchisee's Obligations,16,16
8200,300,10,ITEM 10. Financing,17,17
8201,300,11,ITEM 11. Franchisor's Obligations,18,22
8202,300,12,ITEM 12. Territory,23,24
8203,300,13,ITEM 13. Trademarks,25,26
8204,300,14,"ITEM 14. Patents, Copyrights and Proprietary Information",26,27
8205,300,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,27,27
8206,300,16,ITEM 16. Restrictions On What The Franchisee May Sell,27,27
8207,300,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",28,31
8208,300,18,ITEM 18. Public Figures,31,31
8209,300,19,ITEM 19. Financial Performance Representations,31,33
8210,300,20,ITEM 20. List Of Outlets,33,41
8211,300,21,ITEM 21. Financial Statements,41,41
8212,300,22,ITEM 22. Contracts,41,41
8213,300,23,ITEM 23. Receipt,41,41
8214,456,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,11
8215,456,2,ITEM 2. Business Experience,13,15
8216,456,3,ITEM 3. Litigation,15,15
8217,456,4,ITEM 4. Bankruptcy,16,16
8218,456,5,ITEM 5. Initial Franchise Fee,16,18
8219,456,6,ITEM 6. Other Fees,18,21
8220,456,7,ITEM 7. Initial Investment,23,25
8221,456,8,ITEM 8. Restrictions On Sources Of Products And Services,25,28
8222,456,9,ITEM 9. Franchisee's Obligations,28,29
8223,456,10,ITEM 10. Financing,29,30
8224,456,11,ITEM 11. Franchisor's Obligations,31,37
8225,456,12,ITEM 12. Territory,37,39
8226,456,13,ITEM 13. Trademarks,40,40
8227,456,14,"ITEM 14. Patents, Copyrights and Proprietary Information",41,42
8228,456,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,42,43
8229,456,16,ITEM 16. Restrictions On What The Franchisee May Sell,43,43
8230,456,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",44,46
8231,456,18,ITEM 18. Public Figures,46,46
8232,456,19,ITEM 19. Financial Performance Representations,46,51
8233,456,20,ITEM 20. List Of Outlets,51,54
8234,456,21,ITEM 21. Financial Statements,54,54
8235,456,22,ITEM 22. Contracts,54,54
8236,456,23,ITEM 23. Receipt,54,54
8237,533,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,7
8238,533,2,ITEM 2. Business Experience,8,10
8239,533,3,ITEM 3. Litigation,11,11
8240,533,4,ITEM 4. Bankruptcy,11,11
8241,533,5,ITEM 5. Initial Franchise Fee,12,14
8242,533,6,ITEM 6. Other Fees,14,19
8243,533,7,ITEM 7. Initial Investment,20,25
8244,533,8,ITEM 8. Restrictions On Sources Of Products And Services,25,30
8245,533,9,ITEM 9. Franchisee's Obligations,31,32
8246,533,10,ITEM 10. Financing,32,32
8247,533,11,ITEM 11. Franchisor's Obligations,33,43
8248,533,12,ITEM 12. Territory,43,46
8249,533,13,ITEM 13. Trademarks,46,48
8250,533,14,"ITEM 14. Patents, Copyrights and Proprietary Information",48,49
8251,533,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,49,50
8252,533,16,ITEM 16. Restrictions On What The Franchisee May Sell,50,50
8253,533,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",50,54
8254,533,18,ITEM 18. Public Figures,54,54
8255,533,19,ITEM 19. Financial Performance Representations,54,58
8256,533,20,ITEM 20. List Of Outlets,58,61
8257,533,21,ITEM 21. Financial Statements,61,61
8258,533,22,ITEM 22. Contracts,61,61
8259,533,23,ITEM 23. Receipt,61,65
8260,616,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,11
8261,616,2,ITEM 2. Business Experience,11,12
8262,616,3,ITEM 3. Litigation,12,12
8263,616,4,ITEM 4. Bankruptcy,12,12
8264,616,5,ITEM 5. Initial Franchise Fee,12,14
8265,616,6,ITEM 6. Other Fees,14,21
8266,616,7,ITEM 7. Initial Investment,21,27
8267,616,8,ITEM 8. Restrictions On Sources Of Products And Services,27,30
8268,616,9,ITEM 9. Franchisee's Obligations,30,32
8269,616,10,ITEM 10. Financing,32,34
8270,616,11,ITEM 11. Franchisor's Obligations,34,43
8271,616,12,ITEM 12. Territory,43,47
8272,616,13,ITEM 13. Trademarks,47,48
8273,616,14,"ITEM 14. Patents, Copyrights and Proprietary Information",48,50
8274,616,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,50,51
8275,616,16,ITEM 16. Restrictions On What The Franchisee May Sell,51,51
8276,616,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",51,64
8277,616,18,ITEM 18. Public Figures,64,64
8278,616,19,ITEM 19. Financial Performance Representations,64,65
8279,616,20,ITEM 20. List Of Outlets,65,68
8280,616,21,ITEM 21. Financial Statements,68,68
8281,616,22,ITEM 22. Contracts,69,69
8282,616,23,ITEM 23. Receipt,69,69
8283,1217,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,10
8284,1217,2,ITEM 2. Business Experience,11,12
8285,1217,3,ITEM 3. Litigation,12,12
8286,1217,4,ITEM 4. Bankruptcy,12,12
8287,1217,5,ITEM 5. Initial Franchise Fee,12,12
8288,1217,6,ITEM 6. Other Fees,12,16
8289,1217,7,ITEM 7. Initial Investment,16,18
8290,1217,8,ITEM 8. Restrictions On Sources Of Products And Services,18,22
8291,1217,9,ITEM 9. Franchisee's Obligations,22,23
8292,1217,10,ITEM 10. Financing,23,23
8293,1217,11,ITEM 11. Franchisor's Obligations,23,31
8294,1217,12,ITEM 12. Territory,31,33
8295,1217,13,ITEM 13. Trademarks,33,34
8296,1217,14,"ITEM 14. Patents, Copyrights and Proprietary Information",34,35
8297,1217,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,35,36
8298,1217,16,ITEM 16. Restrictions On What The Franchisee May Sell,36,36
8299,1217,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",37,42
8300,1217,18,ITEM 18. Public Figures,43,43
8301,1217,19,ITEM 19. Financial Performance Representations,43,43
8302,1217,20,ITEM 20. List Of Outlets,43,46
8303,1217,21,ITEM 21. Financial Statements,46,46
8304,1217,22,ITEM 22. Contracts,46,46
8305,1217,23,ITEM 23. Receipt,46,46
8306,1344,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,7
8307,1344,2,ITEM 2. Business Experience,7,8
8308,1344,3,ITEM 3. Litigation,8,8
8309,1344,4,ITEM 4. Bankruptcy,8,8
8310,1344,5,ITEM 5. Initial Franchise Fee,8,8
