exhibit_id,fdd_id,identified_exhibit_letter,identified_title,start_page,end_page
3347,836,L,"FASTSIGNS INTERNATIONAL, INC.STATE DISCLOSURE ADDENDA AND FRANCHISE AGREEMENT RIDERS",429,457
3348,836,M,State Effective Dates,6,6
3349,836,M,State Effective Dates,459,459
3350,836,N,Receipts,6,6
3351,836,N,Receipts,461,462
3352,1223,D-1,List of Current Franchisees.,172,173
3353,989,G,List of Franchisees,317,317
3354,742,E,Lists of Current and Former Franchisees,127,127
3355,895,G,Current and Former Franchisees,116,123
3356,1323,C,LIST OF CURRENT AND FORMER FRANCHISEES,63,63
3357,297,D,List of Franchisees and Franchisees Who Have Left the System,4,5
3358,297,D,List of Franchisees and Franchisees Who Have Left the System,5,5
3359,1220,A,Financial Statements,38,48
3360,1220,B,Franchise Agreement (and exhibits),49,84
3361,1220,C,List of State Administrators; Agents for Service of Process,91,92
3362,1220,D,State Addenda,93,115
3363,1220,E,General Release Form,116,118
3364,1220,F,List of Franchisees,119,119
3365,1220,G,Disclosure Acknowledgment Agreement,121,122
3366,1220,H,State Effective Dates and Receipt Pages,123,126
3367,444,G,LIST OF FRANCHISEES,57,57
3368,444,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,57,57
3369,444,I,STATE SPECIFIC ADDENDA,6,6
3370,958,C,List of Current and Former Franchisees,162,172
3371,958,A,Financial Statements,49,89
3372,958,B,Franchise Agreement,90,161
3373,958,D,SAMPLE RELEASE,173,174
3374,958,E,FRANCHISEE QUESTIONNAIRE,175,177
3375,958,F,STATE AGENCY EXHIBIT,178,179
3376,1120,A-1,"List of Midas Franchisees as of March 31, 2024",207,235
3377,1120,A-2,List of Former Midas Franchisees,245,246
3378,1012,F,Current and Former Franchisees,118,118
3379,590,I,List of Franchisees,6,229
3380,930,A,Financial Statements,39,58
3381,930,B,Franchise Agreement,59,59
3382,930,C,State Addenda,60,127
3383,930,D,List of Agencies/Agents for Service of Process,128,129
3384,930,E,List of Current and Former Franchisees,130,131
3385,930,F,Operations Manual Table of Contents,132,133
3386,930,G,Franchisee Acknowledgment Statement,134,136
3387,197,E,List of Franchisees and Multi-Unit Operators,6,6
3388,801,H-1,Roster of Franchisees,7,312
3389,801,H-2,Roster of Former Franchisees,313,314
3390,563,H,Information on Franchisees,203,209
3391,589,B,List of Franchisees,121,126
3392,676,A,State Administrators/Agents for Service of Process,63,64
3393,676,B,Financial Statements,65,108
3394,676,C,Franchise Agreement,109,165
3395,676,D,Franchise Disclosure Questionnaire,166,179
3396,676,E,Brand Manual Table of Contents,181,182
3397,676,F,List of Current and Former Franchisees,183,208
3398,676,G,State Addenda and Agreement Riders,209,226
3399,676,H,Contracts for use with the Kona Ice Franchise,227,295
3400,676,I,State Effective Dates,296,297
3401,676,J,Receipt,298,300
3402,974,K,LIST OF FRANCHISEES,206,213
3403,629,C,List of Franchisees,6,6
3404,1157,A,LIST OF STATE ADMINISTRATORS; STATE AGENTS FOR SERVICE OF PROCESS,45,46
3405,1157,B,FRANCHISE AGREEMENT,47,53
3406,1157,C,TABLE OF CONTENTS OF CONFIDENTIAL OPERATIONS MANUAL,48,52
3407,1157,D,FINANCIAL STATEMENTS,48,52
3408,1157,E,FRANCHISEE ACKNOWLEDGEMENT,48,52
3409,1157,F,MULTI-STATE ADDENDA,48,52
3410,408,G-1,LIST OF CURRENT FRANCHISEES,148,148
3411,408,A,LIST OF STATE ADMINISTRATORS,43,44
3412,408,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS,45,46
3413,408,C,FRANCHISE AGREEMENT,47,99
3414,408,D,WEIGHLESS MD OPERATIONS MANUAL TABLE OF CONTENTS,114,115
3415,408,E,AREA DEVELOPMENT AGREEMENT,116,127
3416,408,F,FINANCIAL STATEMENTS,128,147
3417,408,G-2,LIST OF FORMER FRANCHISEES,149,149
3418,408,H,FRANCHISEE DISCLOSURE QUESTIONNAIRE,150,151
3419,408,I,STATE ADDENDA TO THE DISCLOSURE DOCUMENT,152,165
3420,408,J,RECEIPT,167,170
3421,931,D,LIST OF OPEN FRANCHISES,170,173
3422,931,D-1,LIST OF FRANCHISEES THAT HAVE FRANCHISE AGREEMENTS SIGNED BUT NOT OPENED,170,170
3423,931,E,DISCONTINUED FRANCHISES,211,214
3424,931,E-1,TRANSFERRED FRANCHISES,211,217
3425,931,A-1,REQUEST FOR CONSIDERATION,43,48
3426,931,A-2,FRANCHISE AGREEMENT,49,50
3427,931,A-3,SALES REPRESENTATIVE AGREEMENT (SAMPLE),49,49
3428,931,B,STATE FRANCHISE ADMINISTRATORS,49,49
3429,931,C,TABLE OF CONTENTS OF TRAINING MANUALS,49,49
3430,931,F,FINANCIAL STATEMENTS,49,49
3431,931,G,RECEIPTS,49,49
3432,276,H,List of Franchisees,6,6
3433,276,J,List of Franchisees Who Left System,6,6
3434,543,F,LIST OF FRANCHISEES,133,133
3435,257,F,List of Franchised Outlets,127,150
3436,257,I,Financial Statements,163,214
3437,285,A,Financial Statements,72,92
3438,285,B,List of State Administrators,93,94
3439,285,C,List of Agents for Service of Process,95,96
3440,285,D,List of Franchisees,97,98
3441,285,E,Franchise Application,99,109
3442,285,F,Franchise Agreement,110,157
3443,285,G,Renovation Addendum,158,165
3444,285,H,Reservation Platform /PMS Software Sublicense Agreement,166,172
3445,285,I,Table of Contents of the Manuals,173,174
3446,285,J,Transfer Addendum to Franchise Agreement,175,180
3447,285,K,Development Incentive Program for Women and Veterans,181,183
3448,285,L,State Required Agreement Addenda,184,198
3449,285,M,RediCall Agreement,199,203
3450,285,N,Revenue Management Agreements,204,232
3451,466,C,List of Current and Former Franchisees,69,69
3452,1080,C,List of Current Franchisees and List of Former Franchisees,111,117
3453,990,F,LIST OF FRANCHISEES,57,158
3454,990,B,MULTI-UNIT DEVELOPMENT AGREEMENT,110,122
3455,990,C,OPERATIONS MANUAL TABLE OF CONTENTS,125,130
3456,990,D,FINANCIAL STATEMENTS,132,140
3457,990,E,STATE ADMINISTRATORS AND AGENTS FOR SERVICE OF PROCESS,151,152
3458,990,G,"STATE SPECIFIC ADDENDA FOR FDD, FRANCHISE AGREEMENT AND MULTI-UNIT DEVELOPMENT AGREEMENT",159,188
3459,990,H,GENERAL RELEASE,189,191
3460,990,I,STATE EFFECTIVE DATES AND RECEIPT,192,195
3461,707,D-2,Certain System-wide Franchisee List (AS OF 12/31/2023)*,100,103
3462,806,E,LIST OF CURRENT AND FORMER FRANCHISEES,211,216
3463,539,G,LIST OF FRANCHISEES,74,74
3464,539,A,LIST OF STATE ADMINISTRATORS,6,6
3465,539,B,LIST OF AGENTS FOR SERVICE OF PROCESS,6,6
3466,539,C,TABLE OF CONTENTS OF OPERATIONS MANUAL,6,6
3467,539,D,FINANCIAL STATEMENTS,6,6
3468,539,E,FRANCHISE AGREEMENT,6,6
3469,539,F,MULTI-UNIT DEVELOPMENT AGREEMENT,6,6
3470,539,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,6,6
3471,539,I,STATE SPECIFIC ADDENDA,6,6
3472,539,J,STATE EFFECTIVE DATES,6,6
3473,539,K,RECEIPTS,6,6
3474,475,D,"LIST OF CURRENT JETâS PIZZA, INC. FRANCHISEES AND AFFILIATES",154,166
3475,475,E,"LIST OF FORMER JETâS PIZZA, INC. FRANCHISEES",167,168
3476,501,A,FINANCIAL STATEMENTS,101,134
3477,501,B,DEALER FRANCHISE AGREEMENT,207,218
3478,501,B-1,ADDENDUM TO DEALER FRANCHISE AGREEMENT (SECOND FRANCHISE IF APPLICABLE),219,222
3479,501,B-2,FRANCHISE DEVELOPER DEALER FRANCHISE AGREEMENT (IF APPLICABLE),223,234
3480,501,B-3,SPECIAL REPRESENTATIVE DEALER FRANCHISE AGREEMENT (IF APPLICABLE),235,247
3481,501,C,"DEALER PURCHASE ORDER, NOTE AND SECURITY AGREEMENT",248,258
3482,501,C-1,"DEALER PURCHASE ORDER, NOTE AND SECURITY AGREEMENT -- VETERANS INCENTIVE PROGRAM (IF APPLICABLE)",259,269
3483,501,C-2,"DEALER PURCHASE ORDER, NOTE AND SECURITY AGREEMENT - FRANCHISE DEVELOPER (IF APPLICABLE)",270,282
3484,501,C-3,"DEALER PURCHASE ORDER, NOTE AND SECURITY AGREEMENT -- SPECIAL REPRESENTATIVE (IF APPLICABLE)",283,294
3485,501,D,APPENDIX WITH STATE-SPECIFIC INFORMATION,295,347
3486,501,E,TECH-CREDIT DEALER CREDIT ASSIGNMENT AGREEMENT,348,356
3487,501,F,ACH AGREEMENT - AUTHORIZATION AGREEMENT FOR AUTOMATIC PAYMENT,357,358
3488,501,G,DCA AUTHORIZATION- DEALER CREDIT ACCOUNT PROGRAM AUTHORIZATION,359,361
3489,501,H,IRONMAN BUSINESS NETWORK (IBN)-END USER LICENSE AGREEMENT,362,370
3490,501,I,RECEIPT,372,376
3491,1179,F,Current Franchisees,166,169
3492,1179,A,STATE AGENCIES EXHIBIT,57,59
3493,1179,B,EXHIBIT B STATE LAW ADDENDUM,60,75
3494,1179,C,BAHAMA BUCK'S FRANCHISE CORPORATION,77,124
3495,1179,D,MULTI-STORE AMENDMENT,158,162
3496,1179,E,BAHAMA BUCKâS OPERATIONS MANUAL,163,165
3497,1179,G,FORMER FRANCHISEES,172,175
3498,1179,H,BAHAMA BUCKâS FRANCHISE CORPORATION,176,190
3499,1179,I,RECEIPT FOR COMPLETED DOCUMENTS,207,212
3500,1179,J,CONFIRMATION OF SALES PROCEDURES,213,216
3501,1179,K,AGENTS FOR SERVICE OF PROCESS,217,217
3502,503,8,LIST OF FRANCHISEES,247,262
3503,815,A,STATE AGENCIES/AGENTS FOR SERVICE OF PROCESS,7,91
3504,815,B,FINANCIAL STATEMENTS,7,92
3505,815,C,AREA DEVELOPMENT AGREEMENT,7,204
3506,815,D,FRANCHISE AGREEMENT,7,233
3507,815,E,NEW DEVELOPMENT ADDENDUM TO THE FRANCHISE AGREEMENT,7,331
3508,815,F,BYLAWS OF (DMA) CARSTAR BUSINESS GROUP,7,336
3509,815,G,LIST OF CURRENT FRANCHISEES,7,350
3510,815,H,LIST OF FORMER FRANCHISEES,7,372
3511,815,I,ACH TRANSACTION AUTHORIZATION,7,375
3512,815,J,OPERATIONS PLAYBOOK TABLE OF CONTENTS,7,377
3513,815,K,MITCHELL END USER LICENSE AGREEMENT,7,379
3514,815,L,CCC AUTOMOTIVE SERVICES MASTER LICENSE AGREEMENT,7,387
3515,815,M,DEALERSHIP ADDENDUM TO THE FRANCHISE AGREEMENT,7,400
3516,815,N,FORM OF GENERAL RELEASE,7,414
3517,815,O,GUARANTEE OF PERFORMANCE,7,418
3518,815,P,STATE-SPECIFIC ADDITIONAL DISCLOSURES AND AGREEMENTRIDERS,7,420
3519,638,D,ist of Current Franchisees,5,5
3520,1127,H,List of Current and Former Franchisees,146,154
3521,968,D,List of Current and Former Franchisees.,5,5
3522,968,D,LISTS OF CURRENT AND FORMER FRANCHISEES,167,171
3523,1053,H,List of Franchisees,7,228
3524,1053,A,List of State Authorities and Agents to Receive Service of Process,7,58
3525,1053,B,Financial Statements,7,76
3526,1053,C,Franchise Agreement with Appendices,7,131
3527,1053,D,Form Promissory Note with Personal Guaranty,7,174
3528,1053,E,State Specific Addenda,7,209
3529,1053,F,Form of General Release,7,212
3530,1053,G,Manual Table of Contents,7,216
3531,1053,I,State Effective Dates and Receipts,7,232
3532,571,H,List of Franchisees,230,232
3533,1112,F,List of Current and Former Franchisees,183,198
3534,519,G,Lists of Franchisees,193,196
3535,506,G,LIST OF FRANCHISEES,219,220
3536,506,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,224,224
3537,506,I,STATE SPECIFIC ADDENDA,226,255
3538,1269,I,State Effective Dates,177,177
3539,332,A,Financial Statements,73,94
3540,332,B,Area Development Agreement (including attachments),73,155
3541,332,C,Franchise Agreement (including attachments),73,247
3542,332,D,List of Franchised Outlets,73,254
3543,332,E,List of Franchisees Who Have Left the System,73,267
3544,332,F,Operations Manual Table of Contents,73,271
3545,332,G,List of State Administrators,73,273
3546,332,H,Agents for Service of Process,73,275
3547,332,I,Summary of Acknowledgment,73,279
3548,332,J,State Specific Addenda to Franchise Disclosure Document,73,320
3549,332,K,State Effective Dates Page,73,320
3550,861,F,LIST OF FRANCHISEES,182,183
3551,1058,A,FINANCIAL STATEMENTS,44,53
3552,1058,B,LIST OF CURRENT AND FORMER FRANCHISEES,54,60
3553,483,F,System Information,226,256
3554,379,C-1,LIST OF FRANCHISE LOCATIONS,144,145
3555,379,C-2,FRANCHISEES WHO HAVE LEFT THE SYSTEM,146,146
3556,379,C-3,FRANCHISEES WITH UNOPENED LOCATIONS,147,147
3557,1144,E,List of Franchisees and Area Developers as of 12/31/23,201,206
3558,1135,E,List of Franchisees,174,217
3559,620,A,FinancialStatements,62,88
3560,620,B,Franchise Agreement with its exhibits: 1. Promissory Note,110,148
3561,620,C,2.ACH Authorization Agreement 3.L List of Owners,61,61
3562,620,F,Confidentiality Agreement StateAddendaandAmendments,61,61
3563,620,E,List of Franchisees,158,183
3564,620,F,STATE ADDENDA AND AMENDMENTS,184,196
3565,441,D,List of Current Franchisees and List of Former Franchisees,205,207
3566,853,K,List of Franchisees,78,78
3567,299,I,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",70,70
3568,299,A,FORM OF FRANCHISE AGREEMENT AND EXHIBITS,6,6
3569,299,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,6,6
3570,299,C,FINANCIAL STATEMENTS,6,6
3571,299,D,GUARANTY OF PERFORMANCE,6,6
3572,299,E,STATEMENT OF PROSPECTIVE FRANCHISEE,6,6
3573,299,F,TABLE OF CONTENTS OF MANUAL,6,6
3574,299,G,FORM OF GENERAL RELEASE,6,6
3575,299,H,STATE SPECIFIC ADDENDA,6,6
3576,299,J,LIST OF FRANCHISEES THAT LEFT THE SYSTEM IN THE PAST YEAR,6,6
3577,299,K,FORM OF AREA DEVELOPMENT AGREEMENT,6,6
3578,299,L,RECEIPTS,6,6
3579,318,B.1,List of Franchisees,120,128
3580,318,B.2,List of Former Franchisees who left during prior franchisor's fiscal year,129,129
3581,446,E,Outlets as of the date of this Disclosure Document,143,143
3582,760,G,Current and Former Franchisees,113,115
3583,1336,E,List of Current and Former Franchisees,133,135
3584,916,A,List of State Franchise Administrators and Agents for Service of Process,47,48
3585,916,B,Franchise Agreement with Attachments,49,117
3586,916,C,Multi-Unit Development Agreement with Attachments,122,137
3587,916,D,"Financial Statements of Senior HealthCare Investments, LLC",138,162
3588,916,E,Operations Manual Table of Contents,163,169
3589,916,F,Outlets as of the date of this Disclosure Document,170,170
3590,916,G,State Addenda,172,187
3591,916,H,"Item 2, 3, and 4 Disclosure regarding Area Representatives",188,189
3592,725,I,List of Current Franchisees and Franchisees Who Left the System.,153,163
3593,296,C,Schedule of Franchisees,5,5
3594,296,C,"SCHEDULE OF FRANCHISEES: (as of December 31, 2023)",153,153
3595,1181,H,Current and Former Franchisees,156,156
3596,992,C,Franchisees,51,51
3597,1333,F,LIST OF FRANCHISEES,121,122
3598,1027,B-1,List of Maaco Franchisees,202,214
3599,1027,B-2,List of Maaco Franchisees Who Have Left the System,215,216
3600,1027,B-3,Non-Operational Maaco Franchisees,217,219
3601,1027,B-4,Non-Operational Maaco Franchisees Who Have Left the System,220,220
3602,1027,C,Franchise Agreement,221,274
3603,1027,D,Amendment to Franchise Agreement (Transfer),275,278
3604,1027,E,Renewal Addendum to Franchise Agreement,279,282
3605,1027,F,Collateral Assignment of Lease and Consent and Agreement of Lessor,283,287
3606,1027,G,Fleet Addendum to Franchise Agreement,288,290
3607,1027,H,Area Development Agreement,291,323
3608,1027,H-1,Limited Exclusivity Addendum to Area Development Agreement,324,328
3609,1027,I,New Franchise Disclosure Questionnaire,329,330
3610,1027,J,Guarantee of Performance,331,332
3611,1027,K,Warranty Work Franchise Transfer Acknowledgment,333,333
3612,1027,L,Warranty Agreement,334,334
3613,1027,M,Tri Party Agreement,335,337
3614,1027,N,Designated Area Reservation Letter,338,342
3615,1027,O,Waiver and Release,343,343
3616,1027,P,International Emergency Economic Powers Act Compliance Questionnaire,344,344
3617,1027,Q,Release of Telephone Number and Transfer of Telephone Service,345,346
3618,1200,H,Existing and Former Franchisees.,199,204
3619,1067,G,LIST OF FRANCHISEES,152,153
3620,1067,A,FRANCHISE AGREEMENT,64,65
3621,1067,B,AREA DEVELOPMENT AGREEMENT,122,123
3622,1067,C,PERSONAL GUARANTY,141,143
3623,1067,D,RESTRICTIVE COVENANT AGREEMENT,143,144
3624,1067,E,POWER OF ATTORNEY TO ASSIGN TELEPHONE NUMBER,147,148
3625,1067,F,STATE FRANCHISE REGULATORS AND AGENTS FOR SERVICE OF PROCESS,149,150
3626,1067,H,FINANCIAL STATEMENTS,154,154
3627,1067,I,State Specific Addendums,6,6
3628,1067,J,ACKNOWLEDGEMENT STATEMENT,6,6
3629,1067,K,NON-DISCLOSURE AGREEMENT,6,6
3630,378,J,Shoot 360 Gym Locations,7,7
3631,385,N,LIST OF FRANCHISEES,218,222
3632,385,O,LIST OF FRANCHISEES THAT HAVE RECENTLY LEFT THE SYSTEM,223,224
3633,385,P,FINANCIAL STATEMENTS,225,251
3634,385,Q,STATE SPECIFIC DISCLOSURES AND STATE SPECIFIC ADDENDA TO AGREEMENTS,252,272
3635,385,S,RECEIPTS,274,276
3636,195,J,Current and Former Franchisees as of 12/31/2023,6,6
3637,1235,F,LIST OF FRANCHISEES,4,4
3638,1349,I,I. Receipts,7,7
3639,1148,D,List of Franchisees and Developers,51,51
3640,1263,D,List of Franchisees,64,64
3641,294,I,LIST OF CURRENT FRANCHISEES AND LIST OF FORMER FRANCHISEES,197,204
3642,199,D,Branch Addendum,159,163
3643,1350,F,Lists of Current and Certain Former Franchisees,168,170
3644,1327,D,List of Area Developers,4,201
3645,284,F,LIST OF FRANCHISEES,36,36
3646,879,D,List of Franchisees,4,4
3647,879,D,List of Franchisees,188,190
3648,1032,F,Existing and Former Franchises,105,107
3649,194,F,LIST OF FRANCHISEES,171,171
3650,194,G,List of Franchisees that Have Left the System in the past year,172,172
3651,400,L,LIST OF FRANCHISEES,241,241
3652,377,F,Information on Franchisees,150,155
3653,960,I,Exhibit I - Franchisees,140,145
3654,133,G,LIST OF CURRENT AND FORMER LICENSEES,250,258
3655,523,A,List of Area Representatives,26,27
3656,523,B,Financial Statements,29,51
3657,523,C,Area Representative Agreement,52,79
3658,523,D,Schedule of State Administrators and Agents for Service of Process,81,82
3659,523,E,State Laws,84,88
3660,523,F,Table of Contents from Operations Manual,89,91
3661,649,C,List of Franchised Stores,43,47
3662,355,E,List of Current Franchisees,132,143
3663,1024,G,LIST OF FRANCHISEES AND THEIR OUTLETS,172,173
3664,565,G,LIST OF FRANCHISEES AND THEIR OUTLETS,172,173
3665,1024,H,LIST OF FRANCHISEES WHO CEASED TO DO BUSINESS UNDER THE FRANCHISE AGREEMENT,174,175
3666,565,H,LIST OF FRANCHISEES WHO CEASED TO DO BUSINESS UNDER THE FRANCHISE AGREEMENT,174,175
3667,1024,A,FRANCHISE AGREEMENT AND EXHIBITS,63,123
3668,565,A,FRANCHISE AGREEMENT AND EXHIBITS,63,123
3669,1024,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,124,127
3670,565,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,124,127
3671,1024,C,FINANCIAL STATEMENTS,128,139
3672,565,C,FINANCIAL STATEMENTS,128,139
3673,1024,D,TABLE OF CONTENTS OF THE OPERATIONS MANUAL,140,141
3674,565,D,TABLE OF CONTENTS OF THE OPERATIONS MANUAL,140,141
3675,1024,E,GENERAL RELEASE OF ALL CLAIMS,142,143
3676,565,E,GENERAL RELEASE OF ALL CLAIMS,142,143
3677,1024,F,STATE SPECIFIC ADDENDA,144,171
3678,565,F,STATE SPECIFIC ADDENDA,144,171
3679,1024,I,AREA DEVELOPMENT AGREEMENT,176,199
3680,565,I,AREA DEVELOPMENT AGREEMENT,176,199
3681,1024,J,STATEMENT OF PROSPECTIVE FRANCHISEE,200,203
3682,565,J,STATEMENT OF PROSPECTIVE FRANCHISEE,200,203
3683,1024,K,STATE EFFECTIVE DATES,204,205
3684,565,K,STATE EFFECTIVE DATES,204,205
3685,1024,L,RECEIPTS,206,208
3686,565,L,RECEIPTS,206,208
3687,1104,E,List of Current Franchisees and Affiliate-Owed Facilities,124,124
3688,894,D,List of Current and Former Franchisees,90,93
3689,514,E,LIST OF FRANCHISEES,250,254
3690,828,E,List of Franchisees and Franchisees Who Have Left the System,210,217
3691,375,A,State Administrators and Agents for Service of Process,64,67
3692,375,B,Table of Contents of Operations Manual,67,67
3693,375,C,Financial Statements,68,84
3694,375,D,Franchise Agreement,85,131
3695,375,E,Area Development Agreement,132,132
3696,375,F,Renewal/Assignment of Franchise Documents Release,133,133
3697,375,G,List of Franchisees,173,177
3698,375,H,List of Franchisees Who Have Left the System,178,179
3699,375,I,State Specific Addenda,180,204
3700,375,J,Compliance Certification,205,209
3701,375,K,State Effective Dates,210,211
3702,375,L,Receipts,212,214
3703,667,A,Lists of Current and Former Franchises,52,58
3704,134,F,LIST OF FRANCHISEES,179,181
3705,1025,E,List of Current Franchisees and List of Former Franchisees,210,214
3706,716,C,Retail Center Franchisees and Company-Owned Retail Centers,239,262
3707,716,D,Former Retail Center Franchisees,264,267
3708,238,F,LIST OF CURRENT AND FORMER FRANCHISEES,105,106
3709,783,A,Color Glo International Franchise Agreement,51,74
3710,783,B,List of State Administrators; Agent for Service of Process,78,79
3711,783,C,Table of Contents to the Operations Manual,80,81
3712,783,D,List of Franchisor Supplied Equipment and Supplies,82,89
3713,783,E,List of Craftsmanâs Choice Products & CGI Boutique Services,90,90
3714,783,F,CGI International Financial Statements,91,106
3715,783,H,Receipts,108,109
3716,255,A,Directory of State Agencies and Administrators,56,57
3717,255,B,Franchisorâs Agent for Service of Process,57,57
3718,255,C,Franchise Agreement,58,91
3719,255,D,Agreement to be Bound and to Guarantee,95,100
3720,255,E,EFT Preauthorization,101,101
3721,255,F,Form of General Release,102,104
3722,255,G,Franchisor Lease Addendum,105,107
3723,255,H,Table of Contents of Manuals,108,111
3724,255,I,State Specific Disclosures and Addendums to Franchise Agreement,112,133
3725,255,J,Financial Statements,134,164
3726,255,K,Development Agreement,165,179
3727,255,L,Disclosure Questionnaire,181,182
3728,255,M,State Effective Dates,183,183
3729,255,N,Receipt,184,185
3730,241,G,List of Current Franchisees and Franchisees Who have Left the System,165,167
3731,205,I,List of Franchisees and Franchisees That Have Left the System in the Past Fiscal Year,8,8
3732,1055,D,Franchisee List,92,113
3733,135,A,List of State Administrators/Agents for Service of Process,51,52
3734,135,B,Financial Statements,53,69
3735,135,C,Franchise Agreement,70,105
3736,135,D,List of Current and Former Franchisees,116,127
3737,135,E,State Addenda and Agreement Riders,128,145
3738,135,F,Manual Table of Contents,146,148
3739,135,G,Contracts for use with the House of Colour Franchise,149,163
3740,135,H,Franchise Disclosure Questionnaire,164,167
3741,135,I,State Effective Dates,168,169
3742,135,J,Receipt,170,172
3743,791,D,List of Franchisees Who Have Left the System,152,152
3744,1173,T,LIST OF FRANCHISEES,236,239
3745,165,F,List of Franchisees,78,85
3746,653,A,FORM OF FRANCHISE AGREEMENT AND EXHIBITS,6,6
3747,653,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,6,6
3748,653,C,FINANCIAL STATEMENTS,6,6
3749,653,D,GUARANTY OF PERFORMANCE,6,6
3750,653,E,STATEMENT OF PROSPECTIVE FRANCHISEE,6,6
3751,653,F,TABLE OF CONTENTS OF MANUAL,6,6
3752,653,G,FORM OF GENERAL RELEASE,6,6
3753,653,H,STATE SPECIFIC ADDENDA,6,6
3754,653,I,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",6,6
3755,653,J,LIST OF FRANCHISEES THAT LEFT THE SYSTEM IN THE PAST YEAR,6,6
3756,653,K,FORM OF AREA DEVELOPMENT AGREEMENT,6,6
3757,653,L,RECEIPTS,6,6
3758,653,I,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",6,6
3759,162,I,List of Franchisees and Area Developers; List of Former Franchisees and Area Developers,7,7
3760,162,J,State Effective Dates,233,234
3761,1000,F,List of Franchisees,163,175
3762,1074,D,LIST OF FRANCHISEES,94,96
3763,320,G,Franchisees,173,181
3764,320,H,FORMER FRANCHISEES,192,197
3765,320,I,Financial Statements,198,245
3766,920,D,List of Franchisees,137,140
3767,837,FIN,Financial Statements,60,74
3768,837,FA,Franchise Agreement,75,153
3769,837,FDA,Franchise Deposit Agreement,157,165
3770,837,CAL,Collateral Assignment of Lease,166,169
3771,837,ST,State Agency Information,170,171
3772,1357,G,LIST OF FRANCHISEES,212,213
3773,1357,A,LIST OF STATE ADMINISTRATORS,61,62
3774,1357,B,AGENTS FOR SERVICE OF PROCESS,63,64
3775,1357,C,FRANCHISE AGREEMENT,65,122
3776,1357,D,AREA DEVELOPMENT AGREEMENT,145,191
3777,1357,E,TABLE OF CONTENTS OF CONFIDENTIAL OPERATIONS MANUAL,192,198
3778,1357,F,FINANCIAL STATEMENTS,199,211
3779,1357,H,LIST OF TERMINATED FRANCHISEES,214,214
3780,1357,I,FRANCHISEE DISCLOSURE QUESTIONNAIRE,215,216
3781,1357,I,MULTI-STATE ADDENDA,217,229
3782,1037,I,FORM OF GENERAL RELEASE,7,7
3783,1037,I,TO THE BASKIN-ROBBINS FDD,355,359
3784,1195,E,List of Current and Former Franchisees.,6,6
3785,554,H,Addenda Required by Certain States and Small Business Administration,165,184
3786,169,E,List of Current and Former Franchisees and Area Developers,188,194
3787,738,A,LIST OF STATE ADMINISTRATORS,6,6
3788,738,B,LIST OF AGENTS FOR SERVICE OF PROCESS,6,6
3789,738,C,OPERATIONS MANUAL TABLE OF CONTENTS,6,6
3790,738,D,FINANCIAL STATEMENTS,6,6
3791,738,E,FRANCHISE AGREEMENT,6,6
3792,738,F,LIST OF FRANCHISEES,6,6
3793,738,G,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,6,6
3794,738,H,STATE SPECIFIC ADDENDA,6,6
3795,738,I,STATE EFFECTIVE DATES,6,6
3796,738,J,RECEIPTS,6,6
3797,738,F,LIST OF FRANCHISEES,6,6
3798,664,F,List of Franchisees and Former Franchisees,146,146
3799,1363,C,LIST OF PESTMASTER BUSINESSES,51,51
3800,1363,I,SPOUSAL NON-DISCLOSURE AND NON-COMPETITION AGREEMENT,204,206
3801,226,F,"LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM\* (JANUARY 1, 2023 TO DECEMBER 31, 2023)",157,157
3802,875,F,LIST OF FRANCHISEES,146,148
3803,1351,B,LIST OF FRANCHISEES AND FORMER FRANCHISEES,58,59
3804,615,H,List of Franchisees.,195,195
3805,615,I,Franchisees Who Have Left the System,196,197
3806,462,B,List of Franchisees and Company-owned Branch Locations,6,67
3807,1322,F,LIST OF OUR CURRENT AND FORMER UNIT OUTLETS,144,145
3808,1199,E,List of Franchisees.,59,59
3809,1060,H,List of Franchisees,122,122
3810,305,G,LIST OF FRANCHISEES,5,5
3811,305,G,List of Franchisees,207,207
3812,1345,E,List of Current and Former Franchisees/Area Developers,190,191
3813,1239,F,List of Licensees,6,6
3814,492,B,LIST OF FRANCHISEES,53,55
3815,720,G,Current and Former Franchisees,116,117
3816,645,G,List of Current Franchisees,150,153
3817,1207,A,List of Stores,52,55
3818,1207,B,List of Terminated Franchises,56,57
3819,1207,C,Winmark's Audited Consolidated Financial Statements,58,64
